reponses_id,campaign_id,customer_id,sent,opended,clicked,converted,revenue_generated
55,3,4969,1,0,0,0,0.0
56,5,2940,1,1,1,0,0.0
57,8,1955,1,1,0,0,0.0
58,4,1167,1,1,0,0,0.0
59,5,5752,1,1,1,0,0.0
60,8,1048,1,1,0,0,0.0
61,5,3303,1,1,0,0,0.0
62,1,5349,1,1,1,0,0.0
63,1,1251,1,0,0,0,0.0
64,2,1647,1,1,1,0,0.0
65,7,2241,1,0,0,0,0.0
66,8,3307,1,0,0,0,0.0
67,6,3274,1,1,1,1,0.0
68,5,3695,1,0,0,0,0.0
69,5,3259,1,1,0,0,0.0
70,2,3363,1,0,0,0,0.0
71,7,4645,1,1,0,0,0.0
72,6,4814,1,1,0,0,0.0
73,4,1454,1,1,1,0,0.0
74,7,4512,1,1,0,0,0.0
75,8,2683,1,1,0,0,0.0
76,6,2636,1,1,1,0,0.0
77,4,5839,1,0,0,0,0.0
78,4,3870,1,1,0,0,0.0
79,1,3987,1,1,0,0,0.0
80,7,2421,1,1,0,0,0.0
81,2,4405,1,0,0,0,0.0
82,1,3638,1,1,1,0,0.0
83,3,4924,1,0,0,0,0.0
84,2,3975,1,0,0,0,0.0
85,3,1130,1,1,1,0,0.0
86,1,1098,1,1,0,0,0.0
87,3,1331,1,1,0,0,0.0
88,3,2447,1,1,0,0,0.0
89,3,1212,1,0,0,0,0.0
90,2,2500,1,1,1,0,0.0
91,8,4796,1,0,0,0,0.0
92,6,2529,1,0,0,0,0.0
93,5,4454,1,0,0,0,0.0
94,6,2462,1,1,1,0,0.0
95,7,1377,1,1,0,0,0.0
96,8,5361,1,0,0,0,0.0
97,6,1553,1,1,0,0,0.0
98,2,2498,1,1,0,0,0.0
99,7,3735,1,1,0,0,0.0
100,3,1739,1,1,0,0,0.0
101,8,2131,1,1,1,1,0.0
102,1,2028,1,0,0,0,0.0
103,2,2462,1,1,0,0,0.0
104,5,1688,1,1,1,0,0.0
105,2,1872,1,0,0,0,0.0
106,4,5240,1,1,0,0,0.0
107,3,4885,1,0,0,0,0.0
108,4,4209,1,1,0,0,0.0
109,2,2567,1,0,0,0,0.0
110,7,5274,1,1,0,0,0.0
111,5,5328,1,0,0,0,0.0
112,3,4520,1,0,0,0,0.0
113,1,5490,1,0,0,0,0.0
114,7,5300,1,1,0,0,0.0
115,5,2064,1,0,0,0,0.0
116,5,5949,1,1,0,0,0.0
117,1,1396,1,0,0,0,0.0
118,4,3502,1,1,0,0,0.0
119,6,5468,1,1,0,0,0.0
120,5,4016,1,1,0,0,0.0
121,4,5903,1,1,0,0,0.0
122,1,4132,1,1,1,0,0.0
123,7,5717,1,1,1,0,0.0
124,3,1268,1,0,0,0,0.0
125,6,2219,1,0,0,0,0.0
126,2,4972,1,1,0,0,0.0
127,1,3738,1,1,1,0,0.0
128,3,2871,1,1,0,0,0.0
129,2,2291,1,1,0,0,0.0
130,1,3398,1,1,1,0,0.0
131,6,2945,1,0,0,0,0.0
132,7,3165,1,1,0,0,0.0
133,6,5593,1,1,0,0,0.0
134,1,5308,1,1,0,0,0.0
135,1,1945,1,0,0,0,0.0
136,7,4120,1,1,1,1,0.0
137,3,4703,1,0,0,0,0.0
138,2,5077,1,1,0,0,0.0
139,4,1844,1,1,0,0,0.0
140,4,1564,1,1,1,0,0.0
141,4,5683,1,1,0,0,0.0
142,8,1524,1,1,0,0,0.0
143,8,5424,1,0,0,0,0.0
144,6,4259,1,1,1,0,0.0
145,2,3072,1,1,0,0,0.0
146,8,1791,1,1,1,0,0.0
147,6,5274,1,1,0,0,0.0
148,4,4481,1,1,0,0,0.0
149,7,1846,1,1,0,0,0.0
150,4,2794,1,1,0,0,0.0
151,1,3194,1,0,0,0,0.0
152,5,3057,1,1,0,0,0.0
153,2,3840,1,1,0,0,0.0
154,5,3851,1,1,0,0,0.0
155,3,3025,1,1,1,0,0.0
156,3,4885,1,1,1,0,0.0
157,1,1605,1,0,0,0,0.0
158,6,4480,1,1,0,0,0.0
159,6,4965,1,1,1,0,0.0
160,7,1576,1,1,0,0,0.0
161,7,4006,1,1,0,0,0.0
162,6,5656,1,1,1,1,0.0
163,2,3891,1,0,0,0,0.0
164,1,5887,1,1,1,1,0.0
165,1,5930,1,0,0,0,0.0
166,4,5767,1,1,0,0,0.0
167,6,5123,1,1,1,0,0.0
168,4,1710,1,1,0,0,0.0
169,1,2688,1,1,0,0,0.0
170,6,4065,1,1,1,1,0.0
171,6,2310,1,0,0,0,0.0
172,6,2830,1,1,1,0,0.0
173,1,1770,1,1,0,0,0.0
174,1,4172,1,1,0,0,0.0
175,1,2779,1,0,0,0,0.0
176,4,5482,1,1,0,0,0.0
177,1,4257,1,0,0,0,0.0
178,6,1239,1,0,0,0,0.0
179,7,3729,1,1,0,0,0.0
180,4,1423,1,1,0,0,0.0
181,5,1207,1,1,1,0,0.0
182,7,5646,1,0,0,0,0.0
183,8,1626,1,1,0,0,0.0
184,6,3194,1,0,0,0,0.0
185,3,5710,1,1,0,0,0.0
186,6,4313,1,1,0,0,0.0
187,8,2563,1,1,0,0,0.0
188,6,1338,1,1,0,0,0.0
189,8,2613,1,0,0,0,0.0
190,1,2518,1,1,0,0,0.0
191,5,1167,1,1,0,0,0.0
192,1,3293,1,0,0,0,0.0
193,3,1444,1,1,0,0,0.0
194,1,4733,1,0,0,0,0.0
195,6,2388,1,0,0,0,0.0
196,3,4254,1,1,0,0,0.0
197,8,4545,1,1,0,0,0.0
198,4,2796,1,1,1,0,0.0
199,6,5410,1,0,0,0,0.0
200,8,1556,1,0,0,0,0.0
201,4,4989,1,0,0,0,0.0
202,8,3404,1,0,0,0,0.0
203,1,3327,1,1,0,0,0.0
204,4,1353,1,1,0,0,0.0
205,1,3994,1,1,0,0,0.0
206,3,1935,1,0,0,0,0.0
207,3,5891,1,0,0,0,0.0
208,5,1863,1,1,0,0,0.0
209,5,4513,1,0,0,0,0.0
210,2,4040,1,1,0,0,0.0
211,7,2403,1,1,0,0,0.0
212,7,4430,1,0,0,0,0.0
213,3,3749,1,1,0,0,0.0
214,8,4975,1,0,0,0,0.0
215,8,3894,1,1,0,0,0.0
216,2,2705,1,1,1,0,0.0
217,3,3599,1,0,0,0,0.0
218,4,3333,1,0,0,0,0.0
219,3,1764,1,0,0,0,0.0
220,4,5983,1,0,0,0,0.0
221,7,4513,1,1,0,0,0.0
222,8,2691,1,1,0,0,0.0
223,6,1966,1,1,0,0,0.0
224,3,2355,1,0,0,0,0.0
225,7,4839,1,0,0,0,0.0
226,1,2192,1,1,0,0,0.0
227,7,3907,1,0,0,0,0.0
228,1,4842,1,1,0,0,0.0
229,4,1813,1,0,0,0,0.0
230,7,2624,1,1,1,0,0.0
231,3,1055,1,0,0,0,0.0
232,1,4437,1,1,0,0,0.0
233,2,1329,1,1,1,0,0.0
234,7,5572,1,1,0,0,0.0
235,6,5363,1,1,0,0,0.0
236,8,2832,1,0,0,0,0.0
237,1,2519,1,1,0,0,0.0
238,8,4987,1,0,0,0,0.0
239,2,2410,1,0,0,0,0.0
240,2,5931,1,1,1,1,0.0
241,1,1354,1,1,0,0,0.0
242,5,2868,1,0,0,0,0.0
243,5,3620,1,0,0,0,0.0
244,1,2804,1,0,0,0,0.0
245,1,5821,1,1,0,0,0.0
246,8,5708,1,1,0,0,0.0
247,7,1717,1,1,0,0,0.0
248,4,1350,1,1,0,0,0.0
249,1,5619,1,1,0,0,0.0
250,4,4913,1,1,0,0,0.0
251,4,2819,1,1,0,0,0.0
252,7,4499,1,1,0,0,0.0
253,4,5623,1,1,0,0,0.0
254,2,3410,1,1,1,0,0.0
255,6,2252,1,0,0,0,0.0
256,2,5653,1,0,0,0,0.0
257,2,5243,1,1,1,0,0.0
258,4,5717,1,1,1,0,0.0
259,8,2851,1,0,0,0,0.0
260,6,4831,1,1,0,0,0.0
261,3,3354,1,0,0,0,0.0
262,6,1582,1,1,1,0,0.0
263,8,1677,1,0,0,0,0.0
264,2,5166,1,0,0,0,0.0
265,5,4739,1,0,0,0,0.0
266,7,5241,1,0,0,0,0.0
267,4,1945,1,1,0,0,0.0
268,6,4348,1,1,0,0,0.0
269,7,1453,1,0,0,0,0.0
270,5,4203,1,1,1,0,0.0
271,7,4930,1,1,0,0,0.0
272,4,4636,1,1,0,0,0.0
273,7,2335,1,0,0,0,0.0
274,6,3039,1,1,0,0,0.0
275,1,4194,1,0,0,0,0.0
276,4,2467,1,1,1,0,0.0
277,7,1833,1,0,0,0,0.0
278,8,4722,1,1,1,0,0.0
279,7,2440,1,1,1,0,0.0
280,6,2851,1,1,0,0,0.0
281,1,2945,1,1,0,0,0.0
282,2,2793,1,1,0,0,0.0
283,5,4017,1,1,0,0,0.0
284,5,2400,1,1,0,0,0.0
285,8,2556,1,0,0,0,0.0
286,8,3678,1,1,1,0,0.0
287,5,1562,1,1,0,0,0.0
288,8,5526,1,0,0,0,0.0
289,3,5688,1,1,1,0,0.0
290,6,3425,1,1,1,0,0.0
291,6,5837,1,0,0,0,0.0
292,3,5612,1,1,1,0,0.0
293,1,2526,1,0,0,0,0.0
294,1,3390,1,1,1,0,0.0
295,8,4101,1,1,0,0,0.0
296,1,2786,1,0,0,0,0.0
297,1,2554,1,1,1,0,0.0
298,7,3726,1,0,0,0,0.0
299,8,2811,1,1,0,0,0.0
300,4,2710,1,1,0,0,0.0
301,4,2904,1,0,0,0,0.0
302,5,5715,1,1,1,0,0.0
303,4,5754,1,1,0,0,0.0
304,5,2444,1,0,0,0,0.0
305,8,1909,1,0,0,0,0.0
306,2,2846,1,1,0,0,0.0
307,6,4163,1,1,0,0,0.0
308,1,2722,1,0,0,0,0.0
309,6,3076,1,0,0,0,0.0
310,6,1555,1,1,0,0,0.0
311,7,4021,1,1,1,0,0.0
312,5,1605,1,0,0,0,0.0
313,7,4546,1,1,0,0,0.0
314,1,5709,1,1,0,0,0.0
315,1,5352,1,0,0,0,0.0
316,1,5231,1,0,0,0,0.0
317,4,5133,1,0,0,0,0.0
318,1,4843,1,0,0,0,0.0
319,2,1072,1,0,0,0,0.0
320,1,4362,1,0,0,0,0.0
321,1,1596,1,1,0,0,0.0
322,8,2750,1,0,0,0,0.0
323,4,1734,1,1,1,0,0.0
324,7,2341,1,0,0,0,0.0
325,7,2985,1,1,1,0,0.0
326,7,2906,1,1,0,0,0.0
327,4,3299,1,0,0,0,0.0
328,2,2612,1,1,1,0,0.0
329,3,5424,1,1,0,0,0.0
330,6,2965,1,1,1,0,0.0
331,6,5941,1,1,0,0,0.0
332,3,2477,1,1,0,0,0.0
333,1,2918,1,0,0,0,0.0
334,4,4314,1,1,0,0,0.0
335,7,1066,1,1,0,0,0.0
336,2,4459,1,1,0,0,0.0
337,7,3337,1,1,1,0,0.0
338,6,1108,1,1,1,0,0.0
339,2,1027,1,1,1,0,0.0
340,2,4401,1,0,0,0,0.0
341,5,5399,1,1,1,0,0.0
342,1,2790,1,0,0,0,0.0
343,8,2978,1,1,0,0,0.0
344,7,5571,1,0,0,0,0.0
345,3,4901,1,1,0,0,0.0
346,6,5186,1,0,0,0,0.0
347,6,1366,1,1,0,0,0.0
348,1,4538,1,1,0,0,0.0
349,3,2983,1,0,0,0,0.0
350,6,2118,1,1,0,0,0.0
351,2,5592,1,0,0,0,0.0
352,8,3267,1,1,0,0,0.0
353,8,4036,1,1,1,0,0.0
354,2,3806,1,1,1,0,0.0
355,3,2775,1,1,0,0,0.0
356,2,1646,1,1,0,0,0.0
357,7,5929,1,1,0,0,0.0
358,2,1286,1,1,0,0,0.0
359,8,4139,1,1,1,0,0.0
360,6,1013,1,1,0,0,0.0
361,7,5311,1,1,0,0,0.0
362,1,3912,1,1,0,0,0.0
363,5,1545,1,1,0,0,0.0
364,2,5826,1,1,1,0,0.0
365,7,5940,1,1,0,0,0.0
366,4,1713,1,0,0,0,0.0
367,1,3547,1,1,0,0,0.0
368,2,4731,1,1,0,0,0.0
369,4,1477,1,0,0,0,0.0
370,7,1957,1,0,0,0,0.0
371,4,3868,1,1,0,0,0.0
372,7,5083,1,0,0,0,0.0
373,4,5935,1,0,0,0,0.0
374,8,4560,1,1,0,0,0.0
375,4,5381,1,1,0,0,0.0
376,1,4046,1,1,0,0,0.0
377,5,1910,1,0,0,0,0.0
378,3,3030,1,1,1,0,0.0
379,8,2348,1,0,0,0,0.0
380,6,2195,1,1,0,0,0.0
381,5,1031,1,1,0,0,0.0
382,1,4654,1,1,0,0,0.0
383,6,4309,1,0,0,0,0.0
384,8,2294,1,1,1,0,0.0
385,6,1901,1,1,0,0,0.0
386,6,3061,1,1,0,0,0.0
387,8,4122,1,0,0,0,0.0
388,7,1230,1,1,1,0,0.0
389,3,3505,1,0,0,0,0.0
390,5,4525,1,0,0,0,0.0
391,5,3527,1,1,1,0,0.0
392,5,2320,1,1,0,0,0.0
393,2,5980,1,0,0,0,0.0
394,7,1757,1,1,0,0,0.0
395,8,2752,1,1,0,0,0.0
396,7,2881,1,1,1,0,0.0
397,3,2698,1,1,0,0,0.0
398,8,1574,1,1,0,0,0.0
399,3,2218,1,1,0,0,0.0
400,6,4623,1,1,0,0,0.0
401,5,2428,1,1,1,0,0.0
402,3,4894,1,0,0,0,0.0
403,4,2859,1,0,0,0,0.0
404,5,5726,1,0,0,0,0.0
405,1,1365,1,0,0,0,0.0
406,4,3623,1,1,0,0,0.0
407,8,2219,1,1,0,0,0.0
408,3,5237,1,1,1,1,0.0
409,4,3576,1,0,0,0,0.0
410,8,5616,1,1,0,0,0.0
411,1,4615,1,1,0,0,0.0
412,1,3321,1,1,0,0,0.0
413,8,1927,1,1,1,0,0.0
414,4,5332,1,1,0,0,0.0
415,6,1646,1,1,0,0,0.0
416,4,5923,1,0,0,0,0.0
417,2,5945,1,0,0,0,0.0
418,8,2270,1,0,0,0,0.0
419,1,3566,1,0,0,0,0.0
420,8,4258,1,1,0,0,0.0
421,4,1731,1,1,0,0,0.0
422,5,5701,1,0,0,0,0.0
423,5,5593,1,1,0,0,0.0
424,5,4822,1,1,0,0,0.0
425,8,2383,1,1,0,0,0.0
426,4,1379,1,0,0,0,0.0
427,5,4490,1,0,0,0,0.0
428,8,5201,1,1,0,0,0.0
429,1,5872,1,0,0,0,0.0
430,2,2322,1,1,0,0,0.0
431,5,1243,1,1,0,0,0.0
432,7,5820,1,1,0,0,0.0
433,3,3651,1,1,1,0,0.0
434,5,3879,1,0,0,0,0.0
435,1,1299,1,1,0,0,0.0
436,8,4078,1,0,0,0,0.0
437,8,1792,1,1,0,0,0.0
438,3,4360,1,1,1,0,0.0
439,3,1500,1,1,0,0,0.0
440,6,1914,1,0,0,0,0.0
441,2,3175,1,1,1,0,0.0
442,6,1189,1,0,0,0,0.0
443,5,2570,1,0,0,0,0.0
444,3,1582,1,0,0,0,0.0
445,3,3931,1,1,1,1,0.0
446,5,3662,1,0,0,0,0.0
447,2,4875,1,0,0,0,0.0
448,8,2145,1,0,0,0,0.0
449,5,4194,1,1,0,0,0.0
450,3,5522,1,1,1,0,0.0
451,3,2073,1,0,0,0,0.0
452,7,2936,1,0,0,0,0.0
453,6,5663,1,1,0,0,0.0
454,6,3967,1,0,0,0,0.0
455,6,5833,1,1,0,0,0.0
456,7,1247,1,0,0,0,0.0
457,1,4704,1,1,1,0,0.0
458,8,2126,1,1,0,0,0.0
459,5,5578,1,0,0,0,0.0
460,4,1584,1,1,0,0,0.0
461,4,4818,1,1,0,0,0.0
462,6,4862,1,1,0,0,0.0
463,5,3315,1,1,0,0,0.0
464,5,2730,1,1,0,0,0.0
465,7,3685,1,1,0,0,0.0
466,2,2706,1,1,0,0,0.0
467,2,5968,1,1,0,0,0.0
468,7,4172,1,0,0,0,0.0
469,2,5055,1,1,0,0,0.0
470,2,4816,1,0,0,0,0.0
471,7,4738,1,0,0,0,0.0
472,8,1167,1,1,0,0,0.0
473,7,2974,1,1,0,0,0.0
474,6,2268,1,0,0,0,0.0
475,2,4770,1,1,1,0,0.0
476,8,5830,1,1,0,0,0.0
477,5,2156,1,1,0,0,0.0
478,7,5714,1,0,0,0,0.0
479,5,3000,1,1,0,0,0.0
480,4,4156,1,1,1,0,0.0
481,5,1829,1,0,0,0,0.0
482,7,2377,1,1,1,0,0.0
483,4,1380,1,1,0,0,0.0
484,8,2954,1,1,0,0,0.0
485,6,1160,1,1,1,0,0.0
486,3,2093,1,1,0,0,0.0
487,5,2103,1,1,1,1,0.0
488,4,4893,1,1,0,0,0.0
489,6,5659,1,0,0,0,0.0
490,1,1632,1,0,0,0,0.0
491,5,4564,1,0,0,0,0.0
492,5,2482,1,0,0,0,0.0
493,3,5672,1,0,0,0,0.0
494,7,2464,1,1,1,0,0.0
495,6,2453,1,1,0,0,0.0
496,1,3689,1,0,0,0,0.0
497,6,2095,1,1,0,0,0.0
498,4,5880,1,0,0,0,0.0
499,5,3171,1,1,0,0,0.0
500,8,3316,1,1,0,0,0.0
501,5,1675,1,1,1,0,0.0
502,8,1065,1,0,0,0,0.0
503,5,3467,1,1,0,0,0.0
504,3,2818,1,1,1,0,0.0
505,8,3622,1,0,0,0,0.0
506,2,5904,1,1,0,0,0.0
507,6,3259,1,0,0,0,0.0
508,4,5470,1,0,0,0,0.0
509,2,4829,1,1,1,1,0.0
510,5,5927,1,1,1,0,0.0
511,4,1217,1,1,0,0,0.0
512,6,4573,1,1,0,0,0.0
513,6,3801,1,1,0,0,0.0
514,5,5740,1,0,0,0,0.0
515,8,1332,1,0,0,0,0.0
516,6,5134,1,0,0,0,0.0
517,6,3979,1,0,0,0,0.0
518,1,4516,1,0,0,0,0.0
519,1,2047,1,0,0,0,0.0
520,4,3730,1,0,0,0,0.0
521,3,3295,1,1,0,0,0.0
522,2,4754,1,0,0,0,0.0
523,2,5673,1,1,0,0,0.0
524,6,4529,1,0,0,0,0.0
525,8,2782,1,0,0,0,0.0
526,2,1559,1,1,0,0,0.0
527,5,4666,1,1,0,0,0.0
528,1,2518,1,1,1,0,0.0
529,4,4227,1,0,0,0,0.0
530,3,1800,1,1,1,0,0.0
531,5,2907,1,0,0,0,0.0
532,4,1916,1,0,0,0,0.0
533,6,5587,1,1,0,0,0.0
534,1,5586,1,0,0,0,0.0
535,8,3180,1,0,0,0,0.0
536,8,4858,1,1,0,0,0.0
537,6,3237,1,1,0,0,0.0
538,4,4479,1,0,0,0,0.0
539,5,1218,1,1,0,0,0.0
540,8,2375,1,1,0,0,0.0
541,7,5237,1,0,0,0,0.0
542,4,5759,1,1,1,0,0.0
543,1,5474,1,1,0,0,0.0
544,7,3723,1,0,0,0,0.0
545,7,4132,1,0,0,0,0.0
546,6,2976,1,0,0,0,0.0
547,7,1580,1,1,1,1,0.0
548,5,1102,1,1,0,0,0.0
549,4,3446,1,1,1,0,0.0
550,6,4920,1,0,0,0,0.0
551,3,4163,1,0,0,0,0.0
552,6,2282,1,1,0,0,0.0
553,4,3723,1,0,0,0,0.0
554,8,2483,1,1,1,0,0.0
555,8,2286,1,1,1,0,0.0
556,8,3003,1,1,0,0,0.0
557,6,3487,1,0,0,0,0.0
558,4,4798,1,0,0,0,0.0
559,1,5396,1,1,0,0,0.0
560,4,3382,1,0,0,0,0.0
561,4,5692,1,0,0,0,0.0
562,4,5880,1,0,0,0,0.0
563,7,1434,1,1,0,0,0.0
564,8,1542,1,0,0,0,0.0
565,5,1522,1,1,1,0,0.0
566,3,4230,1,0,0,0,0.0
567,5,5587,1,1,0,0,0.0
568,2,2360,1,1,1,0,0.0
569,2,1076,1,1,1,0,0.0
570,5,2006,1,1,1,1,0.0
571,4,1035,1,0,0,0,0.0
572,6,1301,1,1,0,0,0.0
573,8,5673,1,0,0,0,0.0
574,2,3611,1,0,0,0,0.0
575,8,5477,1,0,0,0,0.0
576,4,2828,1,1,0,0,0.0
577,1,1516,1,1,0,0,0.0
578,8,1189,1,0,0,0,0.0
579,7,5886,1,0,0,0,0.0
580,1,4558,1,1,0,0,0.0
581,5,4569,1,0,0,0,0.0
582,4,4900,1,0,0,0,0.0
583,1,3916,1,1,1,0,0.0
584,3,1950,1,1,1,0,0.0
585,2,1887,1,1,1,0,0.0
586,6,2070,1,0,0,0,0.0
587,3,3360,1,0,0,0,0.0
588,5,1420,1,0,0,0,0.0
589,7,5152,1,1,0,0,0.0
590,7,4097,1,1,0,0,0.0
591,8,5376,1,1,0,0,0.0
592,2,1108,1,1,0,0,0.0
593,5,2169,1,1,0,0,0.0
594,4,3716,1,1,1,0,0.0
595,7,5146,1,0,0,0,0.0
596,7,4037,1,1,0,0,0.0
597,7,2160,1,1,1,0,0.0
598,1,3313,1,1,1,1,236.33
599,1,3921,1,1,0,0,0.0
600,2,4460,1,1,1,0,0.0
601,7,4513,1,1,1,0,0.0
602,2,4443,1,0,0,0,0.0
603,7,2008,1,1,0,0,0.0
604,7,1630,1,1,0,0,0.0
605,2,5763,1,1,0,0,0.0
606,4,5746,1,1,1,0,0.0
607,5,5200,1,1,0,0,0.0
608,4,1211,1,1,0,0,0.0
609,4,5443,1,1,1,0,0.0
610,8,5092,1,0,0,0,0.0
611,8,4602,1,0,0,0,0.0
612,1,1761,1,1,0,0,0.0
613,1,4620,1,0,0,0,0.0
614,4,1242,1,1,0,0,0.0
615,2,5944,1,1,1,1,0.0
616,7,2777,1,1,1,0,0.0
617,8,4188,1,1,0,0,0.0
618,4,5776,1,1,1,0,0.0
619,2,4507,1,0,0,0,0.0
620,6,3143,1,1,0,0,0.0
621,5,2780,1,0,0,0,0.0
622,6,2189,1,1,0,0,0.0
623,2,2755,1,1,1,0,0.0
624,7,5130,1,0,0,0,0.0
625,5,4351,1,1,0,0,0.0
626,8,1313,1,0,0,0,0.0
627,6,3868,1,1,1,1,155.15
628,8,5290,1,0,0,0,0.0
629,7,5187,1,1,1,1,0.0
630,7,2926,1,1,1,0,0.0
631,5,2837,1,0,0,0,0.0
632,6,2295,1,1,1,0,0.0
633,4,3516,1,1,0,0,0.0
634,5,5540,1,0,0,0,0.0
635,2,3892,1,1,1,0,0.0
636,1,1957,1,1,1,0,0.0
637,6,2703,1,1,0,0,0.0
638,5,5724,1,0,0,0,0.0
639,3,4438,1,1,1,0,0.0
640,5,1614,1,1,0,0,0.0
641,4,5505,1,0,0,0,0.0
642,5,4584,1,1,1,0,0.0
643,7,2405,1,1,0,0,0.0
644,5,5236,1,1,0,0,0.0
645,3,3980,1,1,0,0,0.0
646,1,2009,1,0,0,0,0.0
647,6,1863,1,0,0,0,0.0
648,8,2621,1,1,0,0,0.0
649,6,4846,1,0,0,0,0.0
650,2,3239,1,1,0,0,0.0
651,2,2247,1,1,0,0,0.0
652,1,5415,1,0,0,0,0.0
653,6,1633,1,1,1,0,0.0
654,8,5851,1,0,0,0,0.0
655,7,4275,1,1,1,1,0.0
656,7,5085,1,0,0,0,0.0
657,5,4357,1,0,0,0,0.0
658,4,4189,1,1,0,0,0.0
659,2,1498,1,1,1,0,0.0
660,3,5426,1,0,0,0,0.0
661,1,3251,1,1,1,0,0.0
662,4,5802,1,1,0,0,0.0
663,4,5863,1,1,0,0,0.0
664,4,2697,1,1,0,0,0.0
665,3,5315,1,1,1,0,0.0
666,5,1333,1,1,1,0,0.0
667,6,5441,1,1,0,0,0.0
668,6,2169,1,1,1,0,0.0
669,4,2148,1,1,1,0,0.0
670,6,5674,1,1,1,0,0.0
671,2,1107,1,1,0,0,0.0
672,2,5766,1,0,0,0,0.0
673,4,4178,1,1,0,0,0.0
674,6,3109,1,1,0,0,0.0
675,7,2718,1,1,0,0,0.0
676,2,5366,1,1,1,0,0.0
677,7,4177,1,0,0,0,0.0
678,7,2144,1,1,1,0,0.0
679,6,2442,1,0,0,0,0.0
680,3,5623,1,0,0,0,0.0
681,1,3499,1,1,0,0,0.0
682,7,5325,1,1,0,0,0.0
683,3,3468,1,0,0,0,0.0
684,6,1482,1,1,0,0,0.0
685,3,4276,1,1,0,0,0.0
686,3,2456,1,0,0,0,0.0
687,4,3514,1,0,0,0,0.0
688,8,3220,1,1,0,0,0.0
689,1,5122,1,1,1,0,0.0
690,4,1734,1,0,0,0,0.0
691,8,3020,1,1,0,0,0.0
692,6,2299,1,1,0,0,0.0
693,1,4081,1,1,0,0,0.0
694,5,3015,1,0,0,0,0.0
695,3,1542,1,1,0,0,0.0
696,3,5477,1,0,0,0,0.0
697,6,5870,1,1,1,0,0.0
698,4,2662,1,0,0,0,0.0
699,4,2203,1,1,0,0,0.0
700,7,5542,1,0,0,0,0.0
701,1,1432,1,0,0,0,0.0
702,2,2078,1,1,0,0,0.0
703,2,3582,1,1,0,0,0.0
704,3,3747,1,0,0,0,0.0
705,7,3421,1,0,0,0,0.0
706,1,3379,1,1,0,0,0.0
707,4,1547,1,1,0,0,0.0
708,3,4699,1,1,0,0,0.0
709,4,5677,1,1,0,0,0.0
710,2,3554,1,1,1,0,0.0
711,3,2132,1,1,1,0,0.0
712,5,4094,1,1,1,0,0.0
713,4,2586,1,0,0,0,0.0
714,8,5371,1,1,1,0,0.0
715,6,1536,1,1,1,0,0.0
716,4,5085,1,1,1,0,0.0
717,6,2336,1,1,1,0,0.0
718,8,4179,1,1,1,0,0.0
719,3,4939,1,0,0,0,0.0
720,3,1342,1,1,1,1,0.0
721,7,5512,1,1,0,0,0.0
722,4,2372,1,1,0,0,0.0
723,6,2046,1,1,1,1,0.0
724,7,2010,1,0,0,0,0.0
725,2,2144,1,0,0,0,0.0
726,6,3890,1,0,0,0,0.0
727,3,1098,1,1,0,0,0.0
728,7,1004,1,1,0,0,0.0
729,7,1004,1,0,0,0,0.0
730,1,4545,1,1,0,0,0.0
731,2,1458,1,1,1,1,117.98
732,5,1302,1,0,0,0,0.0
