order_id,customer_id,order_date,amount,category,channel,status
5462,5253,2024-02-29,27.07,Beauty,SMS,Completed
5463,5444,2022-07-23,103.32,Sports,Paid Social,Completed
5464,1162,2024-12-13,335.24,Apparel,SMS,Completed
5465,4966,2022-03-08,115.01,Electronics,Google Search,Completed
5469,4144,2022-03-23,149.81,Beauty,Paid Social,Completed
5470,3542,2022-07-27,144.78,Beauty,Google Search,Completed
5471,1435,2022-06-30,696.66,Home & Kitchen,SMS,Completed
5473,4912,2022-02-11,380.64,Apparel,Google Search,Completed
5474,2181,2022-05-01,460.27,Beauty,Email,Completed
5475,4246,2024-05-23,189.35,Apparel,Google Search,Completed
5476,3638,2023-10-02,78.89,Apparel,Paid Social,Completed
5477,5469,2024-07-03,258.61,Beauty,Paid Social,Completed
5480,1674,2022-07-10,490.62,Beauty,SMS,Completed
5481,1991,2023-09-02,244.69,Apparel,Email,Completed
5482,2741,2023-07-19,104.06,Apparel,Organic,Completed
5484,4351,2023-10-26,275.19,Home & Kitchen,Organic,Completed
5485,2092,2022-02-24,219.59,Apparel,Email,Completed
5486,1379,2022-12-07,201.83,Apparel,Email,Completed
5487,2342,2024-11-03,150.47,Beauty,SMS,Completed
5493,4876,2022-08-07,53.18,Apparel,Organic,Completed
5494,5890,2024-12-16,129.65,Home & Kitchen,Paid Social,Completed
5495,2742,2024-09-16,635.42,Sports,SMS,Completed
5496,3085,2023-08-10,428.48,Apparel,Google Search,Completed
5497,5581,2022-02-24,215.18,Beauty,SMS,Completed
5499,2451,2024-10-05,100.16,Beauty,Google Search,Completed
5503,1507,2022-01-08,159.04,Beauty,Paid Social,Completed
5504,5806,2022-01-19,272.97,Electronics,Google Search,Completed
5505,3796,2023-08-21,255.09,Apparel,SMS,Completed
5509,3684,2024-05-16,308.81,Electronics,Google Search,Completed
5510,3454,2023-01-23,183.39,Beauty,Paid Social,Completed
5512,4007,2024-08-29,243.97,Sports,Paid Social,Completed
5513,3465,2023-03-21,167.61,Apparel,Organic,Completed
5514,5072,2023-04-21,132.29,Sports,Organic,Completed
5516,4021,2022-03-29,483.45,Sports,Email,Completed
5520,2226,2023-09-05,468.57,Beauty,Paid Social,Completed
5521,4432,2024-08-29,949.97,Sports,Email,Completed
5522,5045,2022-05-27,72.45,Apparel,Email,Completed
5523,4393,2024-06-08,117.43,Apparel,Organic,Completed
5524,5110,2024-11-12,122.87,Beauty,Email,Completed
5527,3753,2022-05-11,417.05,Beauty,Email,Completed
5528,1763,2022-02-25,733.01,Electronics,Organic,Completed
5529,5714,2022-12-08,333.68,Beauty,Google Search,Completed
5533,3829,2024-09-01,417.31,Apparel,Google Search,Completed
5535,1650,2024-01-01,225.48,Beauty,Organic,Completed
5536,5494,2022-06-26,196.64,Sports,Organic,Completed
5538,5166,2023-05-22,358.81,Beauty,Organic,Completed
5540,3697,2022-05-17,376.47,Electronics,Paid Social,Completed
5541,3317,2024-07-13,231.83,Apparel,Organic,Completed
5543,1632,2023-07-21,141.39,Sports,Paid Social,Completed
5544,4362,2024-03-18,267.27,Electronics,Google Search,Completed
5545,3007,2024-07-07,238.01,Home & Kitchen,Organic,Completed
5546,1508,2023-09-10,207.75,Electronics,Google Search,Completed
5549,2138,2024-08-13,1910.93,Sports,SMS,Completed
5552,2826,2023-02-17,405.7,Sports,Paid Social,Completed
5553,4054,2022-09-29,527.81,Electronics,SMS,Completed
5554,4480,2024-08-19,521.05,Sports,Organic,Completed
5555,2763,2023-12-04,198.26,Sports,SMS,Completed
5557,1866,2024-05-28,130.57,Sports,Paid Social,Completed
5558,5619,2022-12-26,431.94,Sports,Email,Completed
5559,1289,2022-05-20,63.03,Apparel,Paid Social,Completed
5560,3999,2022-12-24,334.97,Beauty,Organic,Completed
5561,3166,2024-10-13,188.1,Electronics,Google Search,Completed
5562,3940,2023-12-18,66.16,Apparel,Organic,Completed
5563,3700,2022-07-04,305.98,Apparel,SMS,Completed
5566,3401,2024-02-09,162.05,Beauty,Organic,Completed
5568,5099,2022-03-27,216.58,Home & Kitchen,Organic,Completed
5569,5376,2022-12-08,122.07,Sports,Email,Completed
5570,3697,2023-07-15,55.12,Beauty,Google Search,Completed
5572,4107,2023-03-14,150.56,Sports,Paid Social,Completed
5573,2248,2022-12-27,218.71,Home & Kitchen,Organic,Completed
5574,5156,2022-04-05,41.81,Sports,SMS,Completed
5577,1863,2024-01-20,47.83,Sports,Organic,Completed
5580,1809,2023-05-30,440.31,Electronics,Email,Completed
5581,2747,2023-05-05,166.81,Beauty,SMS,Completed
5582,2497,2022-07-10,355.52,Sports,Google Search,Completed
5584,4870,2023-05-10,187.16,Electronics,SMS,Completed
5585,4988,2022-11-21,362.14,Home & Kitchen,Email,Completed
5586,5655,2023-12-31,199.48,Beauty,Google Search,Completed
5588,2069,2024-10-11,114.54,Apparel,Email,Completed
5592,3539,2023-02-21,642.6,Beauty,Organic,Completed
5593,1244,2023-10-21,527.92,Electronics,Organic,Completed
5595,4247,2022-09-06,214.86,Electronics,Google Search,Completed
5597,1199,2022-03-14,702.29,Electronics,Google Search,Completed
5599,2509,2022-01-01,163.11,Beauty,Google Search,Completed
5601,1860,2022-12-03,236.69,Sports,SMS,Completed
5602,5610,2022-02-17,230.99,Home & Kitchen,SMS,Completed
5606,1592,2022-06-22,113.38,Sports,Google Search,Completed
5607,1808,2024-08-25,68.88,Electronics,SMS,Completed
5609,3147,2023-03-24,114.04,Apparel,Organic,Completed
5610,4437,2023-12-12,193.41,Electronics,Email,Completed
5611,3439,2023-06-20,490.46,Apparel,Paid Social,Completed
5612,1362,2023-06-21,141.77,Electronics,Google Search,Completed
5613,1715,2023-01-31,477.44,Beauty,Organic,Completed
5614,2165,2024-08-30,514.53,Beauty,Organic,Completed
5615,3044,2023-06-16,226.37,Apparel,Google Search,Completed
5616,2074,2023-09-07,363.41,Sports,SMS,Completed
5618,1366,2023-12-19,183.82,Electronics,Google Search,Completed
5619,3902,2022-09-02,206.58,Beauty,Google Search,Completed
5621,2422,2023-09-24,352.86,Beauty,Organic,Completed
5622,3496,2023-09-14,233.79,Beauty,Email,Completed
5623,5322,2022-07-27,446.86,Sports,Google Search,Completed
5624,1823,2024-12-23,211.5,Sports,Organic,Completed
5627,5533,2024-08-28,147.87,Beauty,Google Search,Completed
5628,4375,2023-05-28,732.17,Beauty,SMS,Completed
5629,5483,2024-08-16,518.11,Apparel,Organic,Completed
5631,3928,2023-07-02,417.8,Apparel,SMS,Completed
5632,2899,2023-09-05,189.58,Electronics,Google Search,Completed
5634,5567,2023-05-19,583.16,Home & Kitchen,Email,Completed
5635,5112,2023-12-23,379.43,Beauty,Paid Social,Completed
5636,1971,2022-06-17,628.91,Apparel,Paid Social,Completed
5637,4897,2024-11-29,385.63,Beauty,Paid Social,Completed
5639,4264,2022-11-24,45.48,Sports,SMS,Completed
5640,2580,2022-07-25,97.02,Electronics,Google Search,Completed
5641,1161,2022-06-20,151.37,Electronics,Paid Social,Completed
5643,4686,2022-10-20,88.25,Apparel,Organic,Completed
5644,4802,2022-07-05,80.67,Home & Kitchen,Google Search,Completed
5646,2046,2022-05-27,188.12,Sports,Google Search,Completed
5647,4851,2024-04-04,259.96,Sports,Organic,Completed
5649,3303,2023-09-12,160.06,Sports,SMS,Completed
5651,5794,2022-07-24,483.89,Electronics,Organic,Completed
5652,5084,2022-09-19,115.43,Apparel,Email,Completed
5653,1941,2024-09-29,605.23,Sports,SMS,Completed
5655,4008,2023-11-13,170.06,Apparel,Paid Social,Completed
5656,2787,2023-10-28,134.91,Home & Kitchen,Email,Completed
5657,2319,2024-09-28,837.41,Beauty,SMS,Completed
5658,3696,2024-01-11,262.76,Electronics,Email,Completed
5659,4018,2024-11-14,207.05,Home & Kitchen,Organic,Completed
5662,3242,2022-02-13,462.42,Beauty,Google Search,Completed
5663,4386,2023-09-23,140.25,Home & Kitchen,Organic,Completed
5664,1506,2024-04-30,246.17,Beauty,Paid Social,Completed
5665,5583,2022-06-12,330.52,Apparel,SMS,Completed
5668,1613,2024-09-05,813.11,Electronics,Google Search,Completed
5670,1674,2024-03-10,207.89,Home & Kitchen,Google Search,Completed
5674,4150,2023-03-18,1101.89,Home & Kitchen,Email,Completed
5676,5644,2024-07-07,273.62,Sports,SMS,Completed
5678,3190,2022-02-12,159.46,Sports,Google Search,Completed
5679,1241,2022-07-01,128.86,Beauty,Paid Social,Completed
5680,4832,2022-12-16,228.36,Electronics,Email,Completed
5682,3850,2023-12-15,183.24,Beauty,Google Search,Completed
5684,4738,2022-03-10,119.62,Sports,Paid Social,Completed
5688,1549,2024-05-16,214.94,Apparel,Organic,Completed
5690,1877,2024-11-30,132.87,Home & Kitchen,Email,Completed
5692,4500,2023-04-07,206.25,Beauty,Paid Social,Completed
5695,4775,2024-04-11,257.87,Beauty,SMS,Completed
5696,5748,2022-05-14,218.19,Electronics,Paid Social,Completed
5698,4808,2024-09-15,330.44,Home & Kitchen,Paid Social,Completed
5699,4502,2022-12-03,2007.12,Home & Kitchen,Paid Social,Completed
5700,1520,2023-01-21,171.59,Sports,Paid Social,Completed
5701,4128,2024-09-30,258.46,Home & Kitchen,Google Search,Completed
5702,3844,2022-12-11,96.79,Apparel,Paid Social,Completed
5703,5724,2022-03-22,164.15,Home & Kitchen,SMS,Completed
5706,2045,2024-06-11,520.03,Electronics,SMS,Completed
5712,2296,2022-05-27,450.77,Home & Kitchen,Email,Completed
5713,5116,2022-07-02,111.74,Apparel,Paid Social,Completed
5714,2581,2024-11-29,137.04,Beauty,Email,Completed
5716,5321,2024-04-28,688.45,Sports,Email,Completed
5717,5603,2023-05-01,198.48,Sports,SMS,Completed
5718,5348,2022-10-09,78.01,Beauty,Organic,Completed
5720,1605,2022-09-04,37.35,Apparel,SMS,Completed
5721,2861,2024-10-05,361.68,Apparel,Organic,Completed
5723,3132,2024-02-04,182.5,Apparel,Paid Social,Completed
5726,3635,2024-05-31,169.75,Beauty,Email,Completed
5728,2429,2023-05-16,222.5,Sports,Google Search,Completed
5731,5133,2022-06-21,249.67,Home & Kitchen,SMS,Completed
5732,5662,2024-10-20,576.69,Beauty,Organic,Completed
5733,2302,2024-02-22,774.43,Sports,Organic,Completed
5734,3568,2024-10-25,355.71,Home & Kitchen,SMS,Completed
5735,2035,2022-06-12,307.06,Apparel,Paid Social,Completed
5736,1838,2023-06-22,71.85,Beauty,Email,Completed
5737,5105,2024-07-30,36.25,Home & Kitchen,SMS,Completed
5741,4330,2022-02-16,432.41,Electronics,SMS,Completed
5742,5147,2022-02-16,208.01,Beauty,SMS,Completed
5744,2542,2023-12-27,146.72,Sports,Organic,Completed
5747,1814,2023-04-06,130.76,Apparel,Google Search,Completed
5750,3982,2022-06-25,329.65,Beauty,Organic,Completed
5751,5667,2024-12-05,288.54,Sports,Email,Completed
5753,1211,2023-11-26,449.57,Sports,Google Search,Completed
5755,3799,2022-12-04,505.88,Sports,Organic,Completed
5756,4727,2023-06-28,115.7,Beauty,Email,Completed
5757,2149,2022-06-02,90.73,Sports,Email,Completed
5758,3006,2022-10-22,240.75,Apparel,Organic,Completed
5759,3945,2024-09-22,416.35,Apparel,SMS,Completed
5760,1160,2024-05-27,459.41,Apparel,Google Search,Completed
5761,3654,2023-03-23,285.35,Beauty,Paid Social,Completed
5764,2843,2024-08-24,263.54,Electronics,Paid Social,Completed
5771,3587,2022-04-09,106.8,Beauty,SMS,Completed
5772,5840,2024-02-24,148.66,Sports,Paid Social,Completed
5773,1764,2022-12-04,235.47,Electronics,Organic,Completed
5776,2968,2024-07-04,139.26,Beauty,Paid Social,Completed
5777,1801,2024-02-28,265.2,Beauty,Paid Social,Completed
5778,2511,2024-06-29,496.8,Sports,Organic,Completed
5779,1887,2022-07-01,734.24,Sports,Paid Social,Completed
5782,4135,2023-04-23,759.22,Electronics,SMS,Completed
5784,1287,2024-06-20,155.62,Apparel,Email,Completed
5785,4171,2023-04-10,187.39,Home & Kitchen,Paid Social,Completed
5788,4022,2022-03-18,536.33,Beauty,SMS,Completed
5789,2571,2024-03-08,319.21,Electronics,Google Search,Completed
5790,5286,2022-11-23,586.8,Apparel,Organic,Completed
5792,3611,2022-10-02,1604.03,Sports,Organic,Completed
5795,2137,2023-02-16,508.41,Beauty,Email,Completed
5797,3025,2022-09-27,577.62,Electronics,Paid Social,Completed
5798,3038,2024-06-07,309.29,Sports,SMS,Completed
5799,2659,2024-07-15,141.55,Beauty,SMS,Completed
5800,1674,2022-01-11,226.35,Sports,Email,Completed
5801,1897,2022-07-29,75.92,Sports,Paid Social,Completed
5806,1354,2023-10-17,148.82,Home & Kitchen,SMS,Completed
5807,3608,2024-05-05,575.85,Home & Kitchen,Organic,Completed
5809,5602,2024-09-04,392.05,Sports,SMS,Completed
5810,2193,2023-03-21,577.82,Sports,Google Search,Completed
5811,3430,2024-02-20,297.9,Beauty,Google Search,Completed
5813,5443,2024-05-30,629.28,Apparel,Email,Completed
5814,5495,2023-06-03,346.56,Apparel,Paid Social,Completed
5818,3484,2024-08-25,344.52,Apparel,Paid Social,Completed
5819,5986,2023-07-11,82.91,Electronics,Email,Completed
5822,4584,2024-01-19,255.5,Electronics,Email,Completed
5823,2350,2024-11-04,207.93,Electronics,SMS,Completed
5825,1364,2022-04-27,524.82,Electronics,Organic,Completed
5826,2851,2024-01-28,231.69,Apparel,Email,Completed
5828,1922,2024-06-13,275.83,Apparel,SMS,Completed
5831,4617,2022-03-15,38.36,Electronics,SMS,Completed
5832,2815,2023-03-30,86.34,Apparel,Organic,Completed
5836,5865,2024-09-17,234.08,Apparel,Paid Social,Completed
5838,1936,2022-12-28,111.75,Apparel,SMS,Completed
5839,2973,2024-09-24,589.59,Beauty,Organic,Completed
5840,4953,2024-03-21,132.12,Apparel,Email,Completed
5841,1232,2024-11-16,588.1,Electronics,Paid Social,Completed
5842,1190,2024-03-16,150.76,Electronics,Google Search,Completed
5844,4836,2023-04-15,79.17,Apparel,Google Search,Completed
5846,4529,2023-03-07,626.64,Sports,Organic,Completed
5847,1164,2023-01-06,614.67,Apparel,Organic,Completed
5848,2685,2024-11-07,197.04,Electronics,Organic,Completed
5850,4344,2022-05-21,33.15,Sports,SMS,Completed
5851,3089,2023-10-25,747.88,Beauty,Paid Social,Completed
5852,2530,2022-06-10,341.91,Beauty,Email,Completed
5853,5407,2023-11-06,277.82,Home & Kitchen,Organic,Completed
5854,1313,2022-10-20,140.55,Home & Kitchen,Paid Social,Completed
5857,2106,2022-03-05,99.69,Electronics,Email,Completed
5858,4237,2022-12-10,483.92,Beauty,Email,Completed
5860,5023,2022-08-24,872.18,Home & Kitchen,SMS,Completed
5861,2243,2023-10-23,375.78,Home & Kitchen,Google Search,Completed
5862,1252,2023-11-19,492.66,Home & Kitchen,Paid Social,Completed
5863,2676,2023-05-26,78.53,Apparel,Email,Completed
5865,3892,2022-03-26,226.08,Beauty,Organic,Completed
5866,1701,2024-10-30,330.54,Sports,Email,Completed
5867,3573,2023-01-07,267.99,Apparel,SMS,Completed
5868,4370,2024-11-16,546.18,Apparel,SMS,Completed
5872,1144,2024-03-12,823.17,Electronics,Organic,Completed
5875,1109,2022-03-03,301.19,Home & Kitchen,Organic,Completed
5876,2936,2022-07-11,286.97,Electronics,Paid Social,Completed
5877,5946,2023-04-13,191.61,Home & Kitchen,Paid Social,Completed
5878,1984,2024-07-27,397.18,Apparel,Organic,Completed
5879,5565,2023-05-03,551.12,Beauty,Paid Social,Completed
